overall,potential,age,height_cm,weight_kg,nationality_name,club_name,value_eur,wage_eur,preferred_foot,player_positions,short_name
66,72,25,187,85,Spain,AD Alcorcón,1100000.0,2000.0,Right,GK,José Suárez
66,66,30,177,70,Colombia,Club Atlético Nacional Potosí,850000.0,500.0,Right,ST,H. Reina
66,70,25,196,84,Germany,SV Sandhausen,1100000.0,2000.0,Right,"CDM, CB",J. Bachmann
66,66,27,183,73,Mexico,Puebla FC,900000.0,3000.0,Right,"CM, CDM",J. Salas
66,72,23,180,76,England,Morecambe,1300000.0,9000.0,Right,CM,A. Phillips
66,70,25,191,84,England,Cheltenham Town,1100000.0,3000.0,Left,CB,W. Boyle
66,67,28,187,83,Germany,F.C. Hansa Rostock,800000.0,4000.0,Left,"CB, LB",D. Roßbach
66,68,25,181,69,Poland,Pogoń Szczecin,975000.0,2000.0,Right,LB,H. Matynia
66,66,29,178,72,Argentina,Atlético Tucumán,750000.0,4000.0,Left,"LB, LM",M. Orihuela
66,73,25,183,78,Colombia,Junior FC,1600000.0,950.0,Right,CB,J. Gómez
66,71,25,187,70,Colombia,Club Deportes Tolima,1200000.0,650.0,Right,RB,N. Castrillón
66,68,26,175,73,Turkey,Gazişehir Gaziantep F.K.,1100000.0,5000.0,Right,"CM, CDM, CAM",F. Soyalp
66,70,24,174,71,Germany,Eintracht Braunschweig,1200000.0,2000.0,Right,"RM, RB",M. Multhaup
66,66,27,188,88,China PR,Shanghai Port FC,800000.0,6000.0,Left,"CB, CDM",Li Ang
66,66,33,187,78,Uruguay,Carlos A. Mannucci,400000.0,500.0,Right,CB,G. Godoy
66,69,25,180,73,Scotland,Sheffield Wednesday,1100000.0,2000.0,Right,"CM, CDM, CAM",G. Byers
66,70,25,178,80,Nigeria,Malmö FF,1100000.0,2000.0,Right,"CDM, CM",B. Innocent
66,66,29,174,66,Brazil,Universitatea Craiova,850000.0,5000.0,Left,"RW, CAM",Gustavo
66,71,24,179,73,Germany,SV Sandhausen,1300000.0,2000.0,Right,"CM, LM",G. Gaudino
66,72,25,195,85,Portugal,Grasshopper Club Zürich,1100000.0,3000.0,Right,GK,André Moreira
66,68,28,184,74,Spain,Burgos CF,850000.0,2000.0,Left,"CB, CDM",Grego Sierra
66,71,25,184,73,Sweden,Altay SK,1100000.0,4000.0,Right,CB,E. Björkander
66,68,26,193,84,Senegal,FC Erzgebirge Aue,1100000.0,3000.0,Right,ST,B. Gueye
66,71,24,193,80,Spain,Athletic Club de Bilbao,1000000.0,5000.0,Right,GK,Ezkieta
66,73,24,180,80,Republic of Ireland,Bohemian FC,1500000.0,700.0,Left,GK,J. Talbot
66,70,25,181,78,Germany,MSV Duisburg,1200000.0,3000.0,Right,"CM, CDM",M. Frey
66,66,27,172,75,France,Le Havre AC,900000.0,3000.0,Right,"RM, LM",Q. Cornette
66,66,30,178,70,Slovenia,Zagłębie Lubin,825000.0,3000.0,Left,"RM, LM",S. Živec
66,67,26,185,74,England,Blackpool,1000000.0,5000.0,Left,"RM, RW",C. Hamilton
66,72,23,171,67,Greece,Panathinaikos FC,1300000.0,500.0,Left,"LB, LWB, LM",I. Chatzitheodoridis
66,72,23,185,75,England,Charlton Athletic,1200000.0,2000.0,Right,"CDM, CM",G. Dobson
66,69,24,173,67,Turkey,Atakaş Hatayspor,1100000.0,4000.0,Right,"RB, LB, RM",B. Çamoğlu
66,66,29,170,70,Argentina,Argentinos Juniors,850000.0,5000.0,Right,"LW, CM",D. Sosa
66,67,27,172,65,France,Valenciennes FC,900000.0,2000.0,Left,"LB, LM",Q. Lecoeuche
66,71,24,195,88,Austria,KV Oostende,1300000.0,4000.0,Right,ST,M. Kvasina
66,68,27,185,70,Peru,Carlos A. Mannucci,900000.0,500.0,Right,"CB, LB",H. Benincasa
66,67,27,180,75,Spain,Śląsk Wrocław,900000.0,3000.0,Left,"LWB, LB, LM",Víctor García
66,69,25,173,65,United States,Houston Dynamo,1100000.0,2000.0,Right,"CAM, CM, LM",M. Rodriguez
66,71,23,170,70,Chile,Unión La Calera,1300000.0,1000.0,Right,"CAM, LW, ST",J. Vargas
66,66,27,177,75,Venezuela,Rosario Central,900000.0,5000.0,Right,"RM, LM, ST",M. Covea
66,66,31,180,76,Colombia,Deportivo Pasto,450000.0,550.0,Right,GK,D. Martínez
66,72,24,173,70,United States,Club Universidad Nacional,1400000.0,4000.0,Right,LM,S. Saucedo
66,69,28,185,80,Argentina,Argentinos Juniors,800000.0,3000.0,Right,GK,F. Lanzillotta
66,70,24,180,65,Ghana,KV Oostende,1200000.0,3000.0,Left,"RM, CAM, ST",D. Atanga
66,66,31,180,72,Slovenia,F.C. Hansa Rostock,700000.0,4000.0,Left,"RM, LM",N. Omladič
66,67,28,185,75,United States,Real Salt Lake,825000.0,2000.0,Right,"CDM, CB",N. Besler
66,73,24,184,80,England,Heart of Midlothian,1600000.0,8000.0,Right,CB,T. Moore
66,71,23,187,80,Sweden,BK Häcken,1200000.0,2000.0,Right,"CDM, CM",G. Berggren
66,66,32,186,85,Colombia,La Equidad,550000.0,600.0,Right,CB,J. García
66,72,25,186,78,Argentina,Club Atlético Banfield,1100000.0,3000.0,Right,GK,F. Altamirano
66,69,27,180,70,Argentina,Club Atlético Banfield,975000.0,4000.0,Left,"CB, LB",G. Canto
66,66,28,185,80,Romania,Seongnam FC,875000.0,2000.0,Right,ST,S. Buș
66,67,27,181,79,Haiti,US Quevilly Rouen Métropole,1000000.0,2000.0,Right,ST,D. Nazon
66,73,24,178,68,Sweden,Rosenborg BK,1600000.0,2000.0,Right,"LB, RB",A. Andersson
66,68,27,193,81,Canada,Vejle Boldklub,900000.0,3000.0,Right,CB,M. James
66,67,27,180,66,Senegal,RZ Pellets Wolfsberger AC,1000000.0,6000.0,Right,"ST, LM, RM",C. Dieng
66,71,24,178,64,England,Carlisle United,1200000.0,3000.0,Right,CDM,C. Guy
66,66,28,183,79,Senegal,Colorado Rapids,875000.0,3000.0,Right,"ST, LM",D. Badji
66,72,24,185,80,China PR,Beijing Guoan FC,1400000.0,6000.0,Right,ST,Zhang Yuning
66,67,26,172,76,Ecuador,LDU Quito,1000000.0,500.0,Left,LM,K. Mercado
66,73,24,185,83,France,US Quevilly Rouen Métropole,1500000.0,1000.0,Right,GK,N. Lemaître
66,70,24,182,73,Australia,Urawa Red Diamonds,1100000.0,3000.0,Right,"CB, RB",T. Deng
66,73,23,172,70,England,Burton Albion,1700000.0,12000.0,Right,"LW, RW",H. Chapman
66,66,27,178,74,Norway,Kalmar FF,925000.0,2000.0,Right,"CF, CM, ST",O. Berg
66,74,23,184,77,England,Barnsley,1600000.0,8000.0,Right,GK,J. Walton
66,66,28,171,64,Saudi Arabia,Al Nassr,775000.0,10000.0,Left,LB,A. Al Obaid
66,66,27,188,86,Germany,MSV Duisburg,900000.0,3000.0,Right,"RM, RB",M. Ajani
66,72,23,181,65,Netherlands,FC Twente,1300000.0,3000.0,Right,RB,G. Troupée
66,72,24,177,74,Portugal,Nottingham Forest,1400000.0,12000.0,Right,"RM, LM",Xande Silva
66,67,27,177,69,Ghana,Vitória de Guimarães,975000.0,3000.0,Right,CM,J. Amoah
66,72,24,189,84,Belgium,Spartak Moskva,1200000.0,11000.0,Right,"CB, RWB, RM",M. Caufriez
66,66,29,187,85,Turkey,Kasimpaşa SK,750000.0,4000.0,Left,"LB, LM",S. Aytaç
66,72,23,183,82,Belgium,DSC Arminia Bielefeld,1200000.0,6000.0,Right,"CB, RB, LB",N. De Medina
66,74,23,178,72,Turkey,Willem II,1900000.0,3000.0,Right,"CAM, CM",G. Sağlam
66,72,24,179,77,Germany,1. FC Saarbrücken,1200000.0,2000.0,Right,"CDM, CM",D. Gnaase
66,72,24,180,64,England,Oxford United,1200000.0,3000.0,Left,CB,J. Thorniley
66,72,23,168,71,Germany,Fortuna Sittard,1400000.0,4000.0,Left,"CAM, RM",A. Ferati
66,71,24,172,71,Spain,CD Lugo,1300000.0,7000.0,Right,"CAM, RM",Mayoral
66,69,27,188,84,Germany,SV Sandhausen,850000.0,2000.0,Right,GK,R. Wulle
66,71,23,183,70,England,Blackpool,1200000.0,3000.0,Right,"CB, RB",C. Connolly
66,71,24,183,79,Germany,SG Dynamo Dresden,1200000.0,4000.0,Right,"RB, CB",R. Becker
66,73,24,175,75,Germany,Hannover 96,1600000.0,6000.0,Left,"LB, CM, ST",P. Ochs
66,71,24,170,68,United States,Colorado Rapids,1300000.0,2000.0,Right,"LM, LW, RM",J. Lewis
66,73,23,179,77,Nigeria,Coventry City,1700000.0,6000.0,Right,"CAM, ST, RW",B. Enobakhare
66,66,33,175,71,Uruguay,FC Lugano,525000.0,4000.0,Right,"CM, CDM",J. Sabbatini
66,67,25,173,68,Colombia,La Equidad,1000000.0,700.0,Left,"ST, LM, LW",O. Duarte
66,66,31,181,78,Uruguay,Club Atlético Nacional Potosí,725000.0,500.0,Right,ST,S. Gularte
66,72,24,177,63,England,Doncaster Rovers,1300000.0,3000.0,Right,RB,K. Knoyle
66,70,24,176,70,Germany,1. FC Kaiserslautern,1100000.0,1000.0,Right,"RB, RM",D. Schad
66,69,25,177,63,Slovenia,Pogoń Szczecin,1100000.0,3000.0,Right,ST,L. Zahović
66,73,24,176,74,Finland,LA Galaxy,1600000.0,4000.0,Left,"LWB, LB",N. Hämäläinen
66,76,22,177,73,England,Blackburn Rovers,1800000.0,10000.0,Left,"CDM, CM",J. Davenport
66,69,25,166,68,France,FC Sochaux-Montbéliard,1100000.0,2000.0,Right,"RM, LM, ST",A. Kalulu
66,66,28,168,60,Portugal,Radomiak Radom,850000.0,2000.0,Right,"LM, RM",Luís Machado
66,66,25,187,77,Brazil,Grêmio,825000.0,7000.0,Right,"CB, RB",Chris Farminhão
66,66,29,178,74,Brazil,Fluminense,850000.0,7000.0,Right,CAM,Estevãtinho
66,66,29,177,73,Brazil,Fluminense,850000.0,8000.0,Right,"ST, CF",Adão Morrinhos
66,66,30,186,78,Colombia,Club Deportes Tolima,725000.0,700.0,Left,"LB, LM",L. Balanta
66,66,29,178,77,Brazil,Bahia,725000.0,4000.0,Right,"CDM, CB",Nazario Serpe
66,66,21,181,69,Brazil,Associação Chapecoense de Futebol,1000000.0,4000.0,Left,"CAM, ST",Breno Laranjeiro
66,73,23,193,98,Netherlands,Viborg FF,1700000.0,4000.0,Right,"ST, LW, RW",J. Grot
66,75,22,186,80,Norway,Rosenborg BK,1700000.0,2000.0,Right,GK,J. Lund
66,68,27,181,68,Saudi Arabia,Ettifaq FC,925000.0,8000.0,Left,"CDM, CM",A. Hazazi
66,74,23,172,70,England,Ipswich Town,1800000.0,7000.0,Left,"LB, LM",H. Coulson
66,72,24,185,71,England,Fleetwood Town,1300000.0,3000.0,Right,RB,C. Johnson
66,66,28,193,87,Spain,Deportivo Toluca,875000.0,6000.0,Left,ST,Ian González
66,73,24,173,68,France,Vitória de Guimarães,1700000.0,3000.0,Right,CM,D. Poha
66,71,24,188,83,England,Accrington Stanley,1300000.0,2000.0,Left,CM,M. Butcher
66,67,27,182,76,Colombia,Club Independiente Santa Fe,975000.0,1000.0,Right,CM,K. Osorio
66,72,24,181,75,Republic of Ireland,Rotherham United,1400000.0,3000.0,Right,"RM, LM, ST",C. Ogbene
66,66,31,181,83,Paraguay,Club Cerro Porteño,575000.0,500.0,Right,CB,J. Patiño
66,69,27,180,73,Spain,SD Ponferradina,975000.0,3000.0,Left,"CB, LB",Adri Castellano
66,73,23,188,70,England,Livingston FC,1600000.0,2000.0,Right,CB,J. Fitzwater
66,70,24,174,66,England,Accrington Stanley,1100000.0,2000.0,Right,"RWB, LWB, CM",J. Pritchard
66,75,22,172,77,France,Vitória de Guimarães,1900000.0,3000.0,Right,CM,N. Janvier
66,67,27,175,72,Bolivia,Club Always Ready,900000.0,500.0,Left,"LB, LM",J. Flores
66,71,22,182,64,England,Charlton Athletic,1300000.0,7000.0,Right,"ST, RM",J. Leko
66,67,27,180,77,Germany,Holstein Kiel,975000.0,7000.0,Right,"CM, CAM, CDM",A. Arslan
66,73,24,178,74,Côte d'Ivoire,AC Ajaccio,1600000.0,2000.0,Left,"CB, LB",I. Diallo
66,73,23,188,78,England,Blackburn Rovers,1600000.0,10000.0,Left,CB,S. Wharton
66,66,29,186,81,Germany,Karlsruher SC,850000.0,5000.0,Right,"ST, LM, RM",F. Schleusener
66,72,25,184,87,France,LA Galaxy,1200000.0,2000.0,Right,CB,S. Coulibaly
66,72,24,173,76,England,Hull City,1400000.0,4000.0,Left,RM,R. Williams
66,71,23,173,65,Korea Republic,Sint-Truidense VV,1300000.0,4000.0,Right,"LM, RM, CAM",Lee Seung Woo
66,73,24,192,83,Poland,Altay SK,1500000.0,3000.0,Right,GK,M. Lis
66,69,24,167,58,Sweden,IFK Göteborg,1200000.0,2000.0,Right,"CAM, LM",P. Lagemyr
66,74,23,190,90,Australia,Melbourne City FC,1600000.0,2000.0,Right,GK,T. Glover
66,71,25,182,77,France,Coventry City,1200000.0,6000.0,Right,"RWB, RB",J. Dacosta
66,66,28,178,74,Ukraine,Dynamo Kyiv,875000.0,500.0,Right,ST,V. Kulach
66,66,27,183,75,Germany,Chicago Fire Football Club,900000.0,3000.0,Right,"CAM, RM, CM",F. Herbers
66,71,24,174,68,Netherlands,Willem II,1200000.0,2000.0,Right,RB,L. Owusu
66,73,25,181,73,Mexico,Club Atlas,1600000.0,4000.0,Right,CB,G. Aguirre
66,66,32,170,68,Japan,Kashiwa Reysol,700000.0,4000.0,Right,"CF, ST",Y. Mutō
66,66,30,170,64,Japan,Cerezo Osaka,825000.0,3000.0,Right,"LM, CF, ST",T. Takagi
66,68,27,179,75,Germany,Eintracht Braunschweig,925000.0,2000.0,Right,"CDM, CM",R. Krauße
66,67,26,171,64,Japan,Sagan Tosu,1000000.0,2000.0,Right,LM,T. Koyamatsu
66,66,29,166,60,Japan,Sanfrecce Hiroshima,850000.0,4000.0,Right,"RM, CF, RB",Y. Chajima
66,66,28,178,78,Argentina,Patronato,775000.0,5000.0,Left,LB,F. Cobos
66,71,26,193,85,Argentina,Club Atlético Huracán,1100000.0,4000.0,Left,CB,L. Merolla
66,66,29,185,78,Japan,Yokohama F. Marinos,575000.0,3000.0,Right,GK,Y. Kajikawa
66,66,26,174,68,Japan,Kawasaki Frontale,950000.0,4000.0,Right,"CF, CAM, CM",K. Kozuka
66,66,32,175,60,Japan,Gamba Osaka,600000.0,4000.0,Left,"LB, LM",H. Fujiharu
66,70,26,182,75,Japan,Vegalta Sendai,1100000.0,2000.0,Right,"CB, CDM, CM",K. Yoshino
66,69,25,172,67,Japan,Nagoya Grampus,1000000.0,2000.0,Right,"RB, CB",K. Miyahara
66,66,36,176,65,Japan,Sanfrecce Hiroshima,275000.0,3000.0,Right,"CM, CF",K. Shibasaki
66,66,27,177,68,Japan,Oita Trinita,925000.0,2000.0,Right,ST,H. Goya
66,71,23,175,64,Japan,Vissel Kobe,1200000.0,2000.0,Right,"LB, RM, LM",R. Hatsuse
66,74,24,184,80,Argentina,Club Atlético Banfield,1600000.0,3000.0,Right,GK,F. Cambeses
66,75,22,175,65,New Zealand,SSV Jahn Regensburg,1900000.0,3000.0,Left,"CAM, CM, RM",S. Singh
66,66,27,172,69,Japan,Kashiwa Reysol,825000.0,3000.0,Left,"LB, LM, LWB",H. Mitsumaru
66,66,30,170,63,Japan,Yokohama F. Marinos,725000.0,4000.0,Left,"CDM, LB, RB",T. Wada
66,66,32,182,75,Japan,Nagoya Grampus,550000.0,2000.0,Left,CB,Y. Maruyama
66,70,25,176,66,Japan,Yokohama FC,1100000.0,1000.0,Left,"CDM, CM",K. Tezuka
66,71,25,185,81,Sweden,Rosenborg BK,1200000.0,2000.0,Left,"LB, CB",J. Augustinsson
66,66,31,181,73,Spain,FC Goa,575000.0,700.0,Right,"CB, RB",Iván González
66,72,24,188,82,Colombia,Newell's Old Boys,1400000.0,4000.0,Left,ST,P. Sabbag
66,68,25,186,79,Netherlands,RKC Waalwijk,1100000.0,3000.0,Right,ST,F. Stokkers
66,66,32,181,76,Japan,Oita Trinita,425000.0,1000.0,Left,GK,S. Takagi
66,66,34,175,70,Japan,Tokushima Vortis,400000.0,2000.0,Right,"RM, RWB",S. Fujita
66,71,24,185,75,Denmark,Örebro SK,1200000.0,1000.0,Left,CB,A. Skovgaard
66,72,23,190,89,Germany,SV Darmstadt 98,1400000.0,5000.0,Right,ST,P. Tietz
66,68,27,180,74,Japan,Avispa Fukuoka,900000.0,3000.0,Right,CB,T. Nara
66,72,23,187,78,Japan,Tokushima Vortis,1400000.0,3000.0,Right,ST,Y. Kakita
66,73,22,182,64,England,Queens Park Rangers,1700000.0,5000.0,Left,"CM, CDM",A. Dozzell
66,66,31,177,75,Paraguay,12 de Octubre FC,625000.0,500.0,Right,RB,C. Benitez
66,72,22,178,66,Chile,Unión La Calera,1300000.0,950.0,Right,"RB, RM",S. Ramírez
66,71,24,185,81,Portugal,Śląsk Wrocław,1200000.0,2000.0,Right,CB,Verdasca
66,77,22,176,70,England,Nottingham Forest,1800000.0,15000.0,Right,"RB, RM",J. Osei-Tutu
66,68,27,186,76,Uruguay,Centro Atlético Fénix,925000.0,500.0,Right,"CDM, CM, CB",A. Schetino
66,68,28,185,74,Spain,Burgos CF,850000.0,2000.0,Right,"CB, CDM",Elgezabal
66,76,21,182,69,Scotland,Aberdeen,1900000.0,2000.0,Right,"RM, RWB",C. McLennan
66,71,24,174,70,Italy,Torino F.C.,1300000.0,10000.0,Left,"CAM, CF",S. Edera
66,75,22,191,82,England,Bristol City,1900000.0,9000.0,Right,"CM, CDM",T. Bakinson
66,73,24,188,80,Gambia,Molde FK,1600000.0,2000.0,Right,CB,S. Sinyan
66,66,33,173,63,Romania,AFC Chindia Târgoviște,550000.0,3000.0,Right,ST,D. Florea
66,73,23,188,78,Germany,SV Wehen Wiesbaden,1600000.0,2000.0,Right,"CB, CDM",G. Fechner
66,71,23,186,73,Argentina,Club Atlético Sarmiento,1200000.0,3000.0,Right,"CDM, CM",J. Chicco
66,66,29,174,68,Brazil,Associação Chapecoense de Futebol,750000.0,5000.0,Left,LB,Alan Besseiro
66,66,21,172,69,Brazil,Internacional,1000000.0,6000.0,Right,CAM,Welliton Helmes
66,73,24,195,77,Senegal,CD Tondela,1500000.0,2000.0,Right,GK,B. Niasse
66,80,20,177,72,Norway,Strømsgodset IF,2100000.0,1000.0,Right,CM,J. Hove
66,69,27,186,79,Senegal,Altay SK,975000.0,4000.0,Right,"CDM, CB",K. Thiam
66,69,25,175,70,Brazil,Reading,1000000.0,7000.0,Right,"RB, CDM",Felipe Araruna
66,68,25,185,70,Belgium,Sint-Truidense VV,975000.0,4000.0,Right,"RB, CB, ST",W. Janssens
66,70,25,182,71,Netherlands,Wisła Kraków,1100000.0,2000.0,Right,"CDM, CM",A. El Mahdioui
66,66,29,170,72,Germany,F.C. Hansa Rostock,750000.0,4000.0,Right,"RB, LB, LM",C. Rizzuto
66,66,28,172,72,Finland,,,,Right,"RB, RM",N. Alho
66,66,31,180,75,Chile,Club de Deportes Cobresal,450000.0,900.0,Right,GK,J. Gamonal
66,71,25,188,84,Croatia,Moreirense FC,1200000.0,4000.0,Left,"CM, CDM",N. Jambor
66,74,22,188,80,Denmark,RKC Waalwijk,1900000.0,9000.0,Left,ST,J. Odgaard
66,66,31,183,78,Uruguay,Barcelona Sporting Club,600000.0,500.0,Right,"CDM, CM",B. Piñatares
66,68,26,189,86,Serbia,Dinamo Zagreb,1100000.0,500.0,Right,ST,K. Andrić
66,72,23,185,71,England,Bristol City,1300000.0,8000.0,Left,"LB, LWB, LM",C. Pring
66,74,23,185,72,England,Reading,1600000.0,5000.0,Right,GK,L. Southwood
66,66,27,189,77,Tunisia,SV Ried,925000.0,4000.0,Right,ST,S. Chabbi
66,73,25,178,72,Colombia,Club Independiente Santa Fe,1600000.0,1000.0,Right,CDM,E. Serje
66,72,21,181,76,Poland,Lechia Gdańsk,1300000.0,2000.0,Right,"CDM, CM",T. Makowski
66,66,28,183,72,Italy,AC Monza,875000.0,2000.0,Left,ST,M. Finotto
66,74,22,188,73,Albania,WSG Tirol,1900000.0,17000.0,Left,ST,G. Vrioni
66,73,23,165,68,Sweden,Willem II,1700000.0,3000.0,Right,LW,M. Svensson
66,69,25,194,78,Belgium,Molde FK,875000.0,2000.0,Right,GK,Alex Craninx
66,66,26,189,78,Portugal,FC Arouca,925000.0,2000.0,Left,"LM, CM, LW",Pité
66,66,29,186,84,Tunisia,Odense Boldklub,850000.0,5000.0,Right,"ST, CF, CAM",I. Jebali
66,71,24,190,82,Denmark,Toulouse Football Club,1200000.0,2000.0,Left,CB,R. Nicolaisen
66,71,25,195,76,Croatia,US Salernitana 1919,1100000.0,10000.0,Right,CB,L. Bogdan
66,69,24,197,92,England,Oxford United,1000000.0,3000.0,Right,CB,E. Moore
66,76,21,193,84,Germany,FC Bayern München,1700000.0,8000.0,Left,GK,C. Früchtl
66,69,26,195,90,Colombia,Atlético Nacional,850000.0,650.0,Left,GK,A. Quintana
66,66,26,171,70,Austria,1. FC Nürnberg,950000.0,5000.0,Right,"CF, CAM, RM",N. Dovedan
66,72,24,176,76,England,Rotherham United,1300000.0,3000.0,Right,"CM, LM, CDM",O. Rathbone
66,70,24,178,63,Sweden,SC Heerenveen,1100000.0,2000.0,Left,LB,R. Kaib
66,72,23,183,70,France,OGC Nice,1400000.0,8000.0,Right,"ST, LM",I. Sacko
66,72,22,179,79,France,Paris FC,1300000.0,2000.0,Right,RB,T. Campanini
66,74,23,192,81,Turkey,Fatih Karagümrük S.K.,1600000.0,7000.0,Right,GK,U. Yuvakuran
66,72,22,175,65,England,Blackpool,1400000.0,3000.0,Right,"RM, RW",O. Dale
66,73,23,168,75,England,Crewe Alexandra,1700000.0,3000.0,Right,CM,T. Lowery
66,73,22,175,75,Sweden,Djurgårdens IF,1800000.0,3000.0,Right,"ST, RM",J. Asoro
66,77,22,170,58,France,Clube Sport Marítimo,1900000.0,6000.0,Left,"CAM, CM",R. Guitane
66,73,22,187,83,Argentina,Arsenal de Sarandí,1600000.0,3000.0,Right,CB,G. Goñi
66,73,24,185,80,Uruguay,Santa Clara,1600000.0,2000.0,Right,CB,C. González
66,71,25,177,67,Netherlands,PEC Zwolle,1200000.0,3000.0,Right,"CM, LW",P. Clement
66,73,23,178,73,England,Fleetwood Town,1700000.0,3000.0,Right,"CM, CDM",D. Batty
66,74,22,189,69,England,Barnsley,1800000.0,10000.0,Right,"CB, RWB",T. Sibbick
66,74,22,175,67,England,Oxford United,1900000.0,11000.0,Right,"CM, CDM",H. Kane
66,67,29,185,70,Ecuador,LDU Quito,800000.0,500.0,Right,CB,L. Caicedo
66,72,23,176,70,Argentina,Unión de Santa Fe,1400000.0,4000.0,Left,"LW, LM",M. Borgnino
66,68,27,185,73,Bosnia and Herzegovina,CFR Cluj,900000.0,5000.0,Right,CB,D. Graovac
66,79,21,187,73,Italy,AC Milan,1800000.0,5000.0,Right,GK,A. Plizzari
66,73,23,186,75,Serbia,Cádiz CF,1600000.0,7000.0,Left,"LB, CB",D. Gudelj
66,67,25,186,79,Argentina,Carlos A. Mannucci,900000.0,500.0,Right,CB,R. Alfani
66,74,22,175,68,United States,Los Angeles FC,1800000.0,2000.0,Left,"LB, CB, CDM",M. Farfan
66,71,23,179,69,Belgium,Oud-Heverlee Leuven,1200000.0,6000.0,Right,"RB, RM",T. Vlietinck
66,72,24,188,85,Belgium,Sint-Truidense VV,1200000.0,6000.0,Left,CB,D. Lavalée
66,66,29,192,88,Norway,Kristiansund BK,725000.0,1000.0,Right,"CB, CDM",A. Hopmark
66,69,24,174,68,Argentina,CD Huachipato,1200000.0,2000.0,Right,"RW, RM",W. Mazzantti
66,73,23,190,85,France,AS Nancy Lorraine,1700000.0,4000.0,Right,ST,A. Jung
66,68,26,176,72,Germany,SC Paderborn 07,950000.0,5000.0,Right,CDM,M. Mehlem
66,76,22,183,68,Spain,AD Alcorcón,1900000.0,3000.0,Right,"LM, ST, RM",Arribas
66,73,23,180,69,Iceland,Aarhus GF,1700000.0,4000.0,Right,"CM, LW, CAM",M. Anderson
66,75,23,182,78,Spain,RC Celta de Vigo,1800000.0,5000.0,Right,"CB, RB",Álex Martín
66,71,25,181,76,Romania,Sepsi OSK Sf. Gheorghe,1000000.0,3000.0,Right,GK,R. Niczuly
66,66,32,180,76,Argentina,FBC Melgar,700000.0,500.0,Right,ST,B. Cuesta
66,70,24,174,65,Korea Republic,Suwon FC,1200000.0,3000.0,Right,"CAM, CM, RM",Han Seung Gyu
66,71,23,175,68,France,Seraing,1300000.0,5000.0,Right,"CAM, CM, LM",Y. Maziz
66,75,21,190,70,England,Huddersfield Town,1700000.0,2000.0,Right,GK,R. Schofield
66,68,26,178,72,Germany,Adana Demirspor,1100000.0,6000.0,Right,"CM, CAM, CDM",S. Kurt
66,66,26,183,79,United States,Vancouver Whitecaps FC,850000.0,2000.0,Right,RB,J. Nerwinski
66,78,21,173,70,England,Southampton,2100000.0,10000.0,Right,"LM, ST",N. Tella
66,66,31,180,75,Japan,Sagan Tosu,600000.0,1000.0,Right,"CDM, CM",T. Shimakawa
66,78,22,172,55,Mexico,Pachuca,2100000.0,5000.0,Left,"RM, RW",T. Figueroa
66,66,28,182,77,Sweden,AIK,850000.0,3000.0,Right,CM,F. Rogić
66,73,23,189,75,Senegal,Amiens SC,1700000.0,2000.0,Right,ST,A. Badji
66,67,29,189,85,Bosnia and Herzegovina,Wisła Kraków,800000.0,2000.0,Left,CB,A. Mehremić
66,67,24,195,89,Croatia,Zagłębie Lubin,925000.0,2000.0,Right,CB,L. Šimić
66,75,21,174,69,England,Milton Keynes Dons,1900000.0,3000.0,Right,"CM, LW, CAM",S. Twine
66,66,26,171,67,Saudi Arabia,Al Shabab,925000.0,10000.0,Right,"LM, RM",A. Al Joui
66,78,21,191,83,Portugal,Sporting CP,1800000.0,9000.0,Left,GK,João Virgínia
66,76,21,181,70,France,FC Utrecht,1900000.0,4000.0,Right,"ST, RW",M. Sylla
66,66,28,180,72,Japan,Hokkaido Consadole Sapporo,850000.0,2000.0,Right,"CM, CF, ST",T. Arano
66,66,31,166,59,Japan,Shimizu S-Pulse,700000.0,2000.0,Right,"CM, CAM, CDM",Y. Kawai
66,66,28,181,70,Japan,Sagan Tosu,850000.0,3000.0,Right,"LM, CM",R. Shirasaki
66,70,24,180,74,Japan,SK Rapid Wien,1200000.0,8000.0,Right,"ST, CF, CAM",K. Kitagawa
66,71,25,174,71,Russia,Zagłębie Lubin,1200000.0,3000.0,Right,"CM, CAM",I. Zhigulev
66,73,23,182,78,Germany,FC St. Pauli,1600000.0,5000.0,Left,"LB, CB",L. Ritzka
66,77,21,173,61,Republic of Ireland,Southampton,1900000.0,10000.0,Right,"CM, RM",W. Smallbone
66,76,22,180,71,Netherlands,FC Luzern,1800000.0,4000.0,Right,"CDM, CM",J. Wehrmann
66,72,24,179,74,Korea Republic,Jeonbuk Hyundai Motors,1300000.0,3000.0,Right,"RB, RM",Lee You Hyeon
66,77,22,182,72,Norway,Vålerenga Fotball,1800000.0,1000.0,Right,RB,C. Borchgrevink
66,76,21,175,77,Netherlands,Birmingham City,1800000.0,5000.0,Left,LB,J. Familia-Castillo
66,77,22,183,77,Senegal,US Salernitana 1919,1900000.0,5000.0,Right,CM,M. Coulibaly
66,75,21,179,65,Norway,FK Haugesund,1900000.0,1000.0,Right,"LM, LW",K. Velde
66,76,21,183,64,England,Blackburn Rovers,1800000.0,8000.0,Right,"RB, LB",J. Rankin-Costello
66,67,27,179,67,Bolivia,Club The Strongest,900000.0,500.0,Left,"LB, LM, RB",J. Sagredo
66,69,28,186,81,Germany,SV Wehen Wiesbaden,800000.0,2000.0,Right,GK,T. Boss
